Time_Sec,FPS,Detected_Person,Detected_Objects
43.81,4.1,[],[]
44.05,4.2,[],[]
44.29,4.1,[],['chair']
44.53,4.1,[],['chair']
44.77,4.2,[],['chair']
45.01,4.1,[],['chair']
45.25,4.2,[],[]
45.5,4.1,[],[]
45.73,4.3,[],[]
45.98,4.1,[],[]
46.21,4.4,[],[]
46.45,4.0,[],[]
46.69,4.3,[],[]
46.92,4.2,[],[]
47.17,4.0,[],[]
47.41,4.3,[],[]
47.65,4.2,[],[]
47.87,4.5,[],[]
48.11,4.2,[],[]
48.35,4.2,[],[]
48.58,4.4,[],[]
48.82,4.2,[],[]
49.04,4.5,[],[]
49.28,4.2,[],[]
49.53,3.9,[],[]
49.77,4.2,[],[]
50.01,4.1,[],[]
50.24,4.4,[],[]
50.48,4.2,[],[]
50.72,4.2,[],[]
50.96,4.2,[],[]
51.2,4.2,[],[]
51.44,4.1,[],[]
51.68,4.2,[],[]
51.92,4.2,[],[]
52.14,4.5,[],[]
52.38,4.2,[],[]
52.62,4.2,[],[]
52.86,4.2,[],[]
53.1,4.2,[],[]
53.34,4.2,[],[]
53.58,4.2,[],[]
53.84,3.9,[],[]
54.08,4.2,[],[]
54.3,4.5,[],[]
54.53,4.4,[],[]
54.78,4.0,[],[]
55.02,4.2,[],[]
55.25,4.5,[],[]
55.48,4.3,[],[]
55.73,4.1,[],[]
55.96,4.2,[],[]
56.19,4.4,[],[]
56.43,4.2,['Person'],[]
56.69,3.9,[],[]
56.92,4.2,[],[]
57.15,4.4,[],[]
57.39,4.2,[],[]
57.63,4.2,[],[]
57.87,4.2,[],[]
