Time_Sec,FPS,Detected_Person,Detected_Objects
21.34,9.0,[],[]
21.43,11.2,[],[]
21.53,10.4,[],[]
21.62,10.9,[],[]
21.71,10.9,[],[]
21.81,10.4,[],[]
21.89,12.5,[],[]
21.99,10.0,[],[]
22.08,10.9,[],[]
22.17,10.3,[],[]
22.28,9.6,[],[]
22.37,11.2,[],[]
22.47,9.6,[],[]
22.57,10.0,[],[]
22.66,11.0,[],[]
22.75,11.1,[],[]
22.85,9.9,[],[]
22.94,11.5,[],[]
23.04,10.7,[],[]
23.13,10.3,[],[]
23.23,10.6,[],[]
23.31,11.6,[],[]
23.4,11.2,[],[]
23.49,11.9,[],[]
23.59,10.0,[],[]
23.68,10.7,[],[]
23.76,11.9,[],[]
23.85,11.1,[],[]
23.94,11.1,[],[]
24.04,10.9,[],[]
24.13,10.9,[],[]
24.22,10.4,[],[]
24.32,10.6,[],[]
24.41,10.5,[],[]
24.5,11.5,[],[]
24.59,11.5,[],[]
24.67,11.6,[],[]
24.78,9.8,[],[]
24.87,10.8,[],[]
24.96,11.1,[],[]
25.05,11.0,[],[]
25.14,11.1,[],[]
25.23,10.8,[],[]
25.33,10.8,[],[]
25.41,11.7,[],[]
25.5,11.1,[],[]
25.6,10.2,[],[]
25.69,10.4,[],[]
25.79,10.4,[],[]
25.89,9.9,[],[]
25.98,10.8,[],[]
26.08,10.7,[],[]
26.17,10.8,[],[]
26.26,11.4,[],[]
26.35,10.9,[],[]
26.43,12.5,[],[]
26.53,10.0,[],[]
26.62,10.9,[],[]
26.7,12.6,[],[]
26.8,10.4,[],[]
26.88,12.3,[],[]
26.99,9.0,[],[]
27.09,10.4,[],[]
27.17,12.4,[],[]
27.26,10.4,[],[]
27.36,10.4,[],[]
27.44,12.6,[],[]
27.53,10.8,[],[]
27.65,8.6,[],[]
27.74,10.5,[],[]
27.84,10.3,[],[]
27.93,10.5,[],[]
28.03,10.3,[],[]
28.13,10.0,[],[]
28.23,10.3,[],[]
28.33,9.4,[],[]
28.43,10.3,[],[]
28.53,10.3,[],[]
28.62,10.6,[],[]
28.72,10.4,[],[]
28.81,10.4,[],[]
28.91,10.2,[],[]
29.01,10.7,[],[]
29.1,10.4,[],[]
29.2,10.5,[],[]
29.29,10.4,[],[]
29.37,12.6,[],[]
29.47,10.6,[],[]
29.55,12.3,[],[]
29.65,10.3,[],[]
29.73,11.7,[],[]
29.82,11.3,[],[]
29.92,10.4,[],[]
30.02,10.1,[],[]
30.11,10.7,[],[]
30.21,9.7,[],[]
30.3,11.2,[],[]
30.38,12.8,[],[]
30.48,10.3,[],[]
30.56,12.5,[],[]
30.65,10.5,[],[]
30.74,12.2,[],[]
30.83,10.6,[],[]
31.14,3.2,[],[]
31.26,7.9,[],[]
31.36,10.9,[],[]
31.45,11.0,[],[]
31.54,10.8,[],[]
31.63,10.5,[],[]
31.72,11.1,[],[]
31.81,12.2,[],[]
31.9,10.3,[],[]
31.98,12.7,[],[]
32.08,10.4,[],[]
32.17,11.5,[],[]
32.25,11.3,[],[]
32.35,10.5,[],[]
32.44,10.7,[],[]
32.53,11.7,[],[]
32.61,12.8,[],[]
32.7,10.4,[],[]
32.8,10.4,[],[]
32.89,10.5,[],[]
32.99,10.3,[],[]
33.09,10.4,[],[]
33.18,10.4,[],[]
33.29,9.0,[],[]
33.39,10.3,['Person'],[]
33.49,10.0,['Person'],[]
33.58,10.9,['Person'],[]
33.68,10.5,[],[]
33.78,10.2,[],[]
33.88,9.8,[],[]
33.97,11.1,[],[]
34.06,10.7,['Person'],[]
34.15,10.9,[],[]
34.25,10.6,[],[]
34.34,10.9,[],[]
34.44,10.2,[],[]
34.54,9.7,[],[]
34.64,10.2,[],[]
34.74,10.4,[],[]
34.82,12.1,[],[]
34.91,10.8,[],[]
35.01,10.5,[],[]
35.1,10.3,[],[]
35.2,10.5,[],[]
35.29,10.3,[],[]
35.39,10.5,[],[]
35.49,10.3,[],[]
35.58,10.4,[],[]
35.68,10.4,[],[]
35.77,10.4,[],[]
35.87,10.2,[],[]
35.97,10.6,[],[]
36.06,10.5,[],[]
36.17,9.1,[],[]
36.27,10.0,['Person'],[]
36.38,9.2,[],[]
36.48,10.1,[],[]
36.57,10.7,[],[]
36.67,10.4,[],[]
36.77,10.4,[],[]
36.86,10.4,[],[]
36.96,10.6,[],[]
37.05,10.3,[],[]
37.15,10.4,[],[]
37.25,10.5,[],[]
37.33,12.4,[],[]
37.44,8.8,[],[]
37.54,10.1,[],[]
37.63,11.0,[],[]
37.73,10.4,[],[]
37.82,10.4,[],[]
37.92,10.4,[],[]
38.01,10.4,[],[]
38.11,10.4,[],[]
38.22,9.0,[],[]
38.32,10.3,[],[]
38.41,10.4,[],[]
38.51,10.5,[],[]
38.61,10.3,[],[]
38.7,10.4,[],[]
38.81,9.7,[],[]
38.89,11.4,[],[]
38.99,10.2,[],[]
39.09,10.5,[],[]
39.18,10.2,[],[]
39.28,10.7,[],[]
39.38,10.3,[],[]
39.47,10.6,[],[]
39.57,10.4,[],[]
39.66,10.5,[],[]
39.76,10.3,[],[]
39.85,10.4,[],[]
39.95,10.4,[],[]
40.05,10.0,[],[]
40.14,10.8,[],[]
40.24,10.5,[],[]
40.33,10.5,[],[]
40.43,10.4,[],[]
40.53,10.4,[],[]
40.63,9.7,[],[]
40.72,11.3,[],[]
40.81,10.4,[],[]
40.91,10.1,[],[]
41.01,10.7,[],[]
41.1,10.4,[],[]
41.2,10.4,[],[]
41.3,10.0,[],[]
41.39,10.9,[],[]
41.49,10.4,[],[]
41.58,10.4,[],[]
41.69,9.1,[],[]
41.79,10.2,[],[]
41.89,10.5,[],[]
41.98,10.3,[],[]
42.09,9.0,[],[]
42.19,10.3,[],[]
42.29,10.4,[],[]
42.38,10.4,[],[]
42.48,10.2,[],[]
42.57,10.7,[],[]
42.67,10.4,[],[]
42.77,10.4,[],[]
42.88,8.8,[],[]
42.97,10.6,[],[]
43.07,10.4,[],[]
43.17,10.4,[],[]
43.26,10.4,[],[]
43.36,10.4,[],[]
43.45,10.5,[],[]
43.55,10.4,[],[]
43.64,10.5,[],[]
43.75,9.5,[],[]
43.85,9.7,[],[]
43.95,10.4,[],[]
44.05,10.4,[],[]
44.14,10.4,[],[]
44.22,12.6,[],[]
44.33,9.5,[],[]
44.41,11.4,[],[]
44.51,10.3,[],[]
44.61,10.6,[],[]
44.71,9.9,[],[]
44.78,13.2,[],[]
44.89,9.0,[],[]
44.99,9.8,[],[]
45.09,11.0,['Person'],[]
45.19,9.2,['Person'],[]
45.3,9.1,['Person'],[]
46.58,0.8,['Person'],[]
46.67,11.9,[],[]
46.76,10.5,['Person'],[]
46.85,11.8,[],[]
46.96,9.0,['Person'],[]
47.05,10.3,[],[]
47.15,10.4,[],[]
47.25,10.4,[],[]
47.34,10.4,[],[]
47.45,9.5,[],[]
47.53,11.7,[],[]
47.63,10.4,[],[]
47.73,9.8,[],[]
47.82,11.1,[],[]
47.92,10.0,[],[]
48.02,9.8,[],[]
48.11,11.6,[],[]
48.22,8.9,[],[]
48.32,10.4,[],[]
48.41,10.4,[],[]
48.53,8.9,[],[]
48.64,9.1,[],[]
48.72,12.1,[],[]
48.81,10.5,[],[]
48.91,10.2,[],[]
49.02,9.6,[],[]
49.1,11.6,[],[]
49.2,10.4,[],[]
49.29,10.4,[],[]
49.39,10.4,[],[]
49.49,9.8,[],[]
49.58,11.1,[],[]
49.68,10.4,[],[]
49.78,10.2,[],[]
49.87,10.2,[],[]
49.97,10.9,[],[]
50.06,10.4,[],[]
50.16,10.5,[],[]
50.25,10.3,[],[]
50.36,9.6,[],[]
50.46,9.8,[],[]
50.56,10.2,[],[]
50.65,10.4,[],[]
50.75,10.4,[],[]
50.85,10.4,[],[]
50.94,10.5,[],[]
51.04,10.4,[],[]
51.13,10.4,[],[]
51.23,10.5,['Person'],[]
51.33,9.7,[],[]
51.42,10.8,[],[]
51.51,11.4,['Person'],[]
51.6,11.1,[],[]
51.7,10.0,[],[]
51.8,10.7,[],[]
51.89,10.3,[],[]
51.99,10.1,[],[]
52.09,10.5,[],[]
52.18,10.3,[],[]
52.28,11.1,[],[]
52.36,11.3,[],[]
52.46,10.9,[],[]
52.55,10.2,[],[]
52.65,10.6,[],[]
52.74,11.3,[],[]
52.83,10.7,[],[]
52.93,10.2,[],[]
53.02,10.6,[],[]
53.12,10.5,[],[]
53.2,12.5,[],[]
53.31,8.9,[],[]
53.41,10.4,[],[]
53.49,12.4,[],[]
53.58,10.5,[],[]
53.68,10.3,[],[]
53.77,10.4,[],[]
53.87,10.5,[],[]
53.97,10.3,[],[]
54.06,10.5,[],[]
54.16,10.3,[],[]
54.25,10.4,[],[]
54.35,10.4,[],[]
54.45,10.4,[],[]
54.54,10.4,[],[]
54.64,10.4,[],[]
54.73,10.4,[],[]
54.83,10.4,[],[]
54.93,10.0,[],[]
55.02,10.8,[],[]
55.12,10.4,[],[]
55.22,10.3,[],[]
55.31,10.6,[],[]
55.41,9.6,[],[]
55.52,9.7,[],[]
55.62,10.0,[],[]
55.71,10.8,[],[]
55.81,10.4,[],[]
55.91,9.7,[],[]
56.0,10.8,[],[]
56.09,10.8,[],[]
56.18,11.3,[],[]
56.27,11.4,[],[]
56.37,10.4,[],[]
56.46,10.4,[],[]
56.56,10.4,[],[]
56.66,10.0,[],[]
56.75,10.7,[],[]
56.86,8.9,[],[]
56.97,9.8,[],[]
57.05,11.3,[],[]
57.15,10.5,[],[]
57.25,10.3,[],[]
57.34,10.3,[],[]
57.44,10.5,[],[]
57.54,10.3,[],[]
57.64,9.7,[],[]
57.73,10.5,[],[]
57.83,10.7,[],[]
57.93,10.3,[],[]
58.02,10.3,[],[]
58.11,10.9,[],[]
58.2,11.1,[],[]
58.3,10.2,[],[]
58.4,10.0,[],[]
58.49,11.0,[],[]
58.57,12.4,[],[]
58.67,10.4,[],[]
58.77,10.5,[],[]
58.86,10.2,[],[]
58.96,10.5,[],[]
59.05,10.7,[],[]
59.15,10.4,[],[]
59.25,10.1,[],[]
59.36,9.0,[],[]
59.46,9.5,[],[]
59.56,10.8,[],[]
59.65,10.2,[],[]
59.75,10.9,[],[]
59.83,12.5,[],[]
59.93,9.7,[],[]
60.01,12.0,[],[]
60.12,9.8,[],[]
60.21,10.7,[],[]
60.3,10.8,[],[]
60.4,10.4,[],[]
60.5,10.1,[],[]
60.6,9.6,[],[]
60.69,10.7,[],[]
60.78,11.2,[],[]
60.88,10.7,[],[]
60.97,10.3,[],[]
61.07,10.4,[],[]
61.17,10.4,[],[]
61.27,9.4,[],[]
61.38,9.3,[],[]
61.47,11.2,[],[]
61.57,10.1,[],[]
61.67,9.8,[],[]
61.74,14.1,[],[]
61.84,9.9,[],[]
61.93,11.7,[],[]
62.03,10.2,[],[]
62.12,10.7,[],[]
62.21,10.8,[],[]
62.3,11.1,[],[]
62.38,12.6,[],[]
62.48,9.9,[],[]
62.57,11.0,[],[]
62.67,10.4,[],[]
62.77,10.4,[],[]
62.86,10.4,[],[]
62.96,10.4,[],[]
63.06,10.1,[],[]
63.16,9.9,[],[]
63.25,10.7,[],[]
63.34,12.0,[],[]
63.43,10.2,[],[]
63.53,10.9,[],[]
63.61,11.2,[],[]
63.71,10.4,[],[]
63.8,11.1,[],[]
63.9,9.6,[],[]
64.0,10.5,[],[]
64.08,12.9,[],[]
64.17,10.3,[],[]
64.27,10.1,[],[]
64.37,10.2,[],[]
64.46,11.1,[],[]
64.56,10.4,[],[]
64.66,10.0,[],[]
64.75,10.8,[],[]
64.85,10.5,[],[]
64.94,10.4,[],[]
65.04,9.8,[],[]
65.13,11.3,[],[]
65.23,10.0,[],[]
65.33,10.6,[],[]
65.42,10.5,[],[]
65.63,4.8,[],[]
65.72,12.0,[],[]
65.82,9.8,[],[]
65.9,11.9,[],[]
65.98,12.5,[],[]
66.08,10.4,[],[]
66.17,10.4,[],[]
66.27,10.4,[],[]
66.37,10.3,[],[]
66.46,10.7,[],[]
66.56,10.4,[],[]
66.66,10.0,[],[]
66.75,10.3,[],[]
66.86,9.4,[],[]
66.96,9.8,[],[]
67.27,3.2,[],[]
67.51,4.3,[],[]
67.6,10.8,[],[]
67.7,9.8,[],[]
67.8,9.8,[],[]
67.89,11.2,[],[]
67.99,10.7,[],[]
68.08,10.4,[],[]
68.17,10.8,[],[]
68.26,11.3,[],[]
68.37,9.5,[],[]
68.45,12.5,[],[]
68.54,10.7,[],[]
68.64,10.4,[],[]
68.74,10.3,[],[]
68.83,10.9,[],[]
68.92,10.7,[],[]
69.01,11.6,[],[]
69.1,10.4,[],[]
69.2,10.4,[],[]
69.3,9.7,[],[]
69.39,11.2,[],[]
69.49,9.8,[],[]
69.59,10.2,[],[]
69.69,10.4,[],[]
69.79,9.8,[],[]
69.9,9.4,[],[]
69.98,11.2,[],['chair']
70.08,10.3,[],[]
70.18,9.8,[],[]
70.28,10.9,[],[]
70.38,9.8,[],[]
70.48,9.3,[],[]
70.59,9.2,[],[]
70.7,9.6,[],[]
70.79,10.8,[],[]
70.89,10.4,[],[]
71.0,9.0,[],[]
71.1,9.7,[],[]
71.2,9.8,[],[]
71.3,9.9,[],[]
71.4,10.3,[],[]
71.49,11.1,[],[]
71.59,10.4,[],[]
71.68,10.8,[],[]
71.77,10.8,[],[]
71.87,10.4,[],[]
71.97,10.0,[],[]
72.07,9.4,[],[]
72.18,9.8,[],[]
72.27,10.4,[],[]
72.36,11.0,[],[]
72.46,10.0,[],[]
72.56,10.6,[],[]
72.66,10.0,[],[]
72.76,10.2,[],[]
72.85,10.8,[],[]
72.95,10.0,[],[]
73.04,10.6,[],[]
73.14,10.3,[],[]
73.24,10.1,[],[]
73.34,10.1,[],[]
73.44,10.1,[],[]
73.53,11.1,[],[]
73.62,10.5,[],[]
73.72,10.6,[],[]
73.81,10.2,[],[]
73.9,11.0,[],[]
74.0,10.8,[],[]
74.1,9.7,[],[]
74.19,11.0,[],[]
74.29,10.6,[],[]
74.38,10.6,[],[]
74.47,10.8,[],[]
74.57,10.1,[],[]
74.67,9.9,[],[]
74.78,8.8,[],[]
74.89,9.5,[],[]
74.99,10.5,[],[]
75.07,11.3,[],[]
75.17,10.4,[],[]
75.27,9.7,[],[]
75.36,11.0,[],[]
75.45,11.2,[],[]
75.55,9.9,[],[]
75.65,10.3,[],[]
75.74,10.9,[],[]
75.84,10.5,[],[]
75.93,11.2,[],[]
76.03,9.5,[],[]
76.13,10.0,[],[]
76.23,10.2,[],[]
76.32,10.8,[],[]
76.42,10.6,[],[]
76.51,10.7,[],[]
76.61,10.1,[],[]
76.7,10.7,[],[]
76.8,10.8,[],[]
76.89,10.8,[],[]
76.98,10.8,[],[]
77.08,10.7,[],[]
77.17,10.2,[],[]
77.26,11.0,[],[]
77.36,10.6,[],[]
77.46,10.1,[],[]
77.55,10.5,[],[]
77.65,10.1,[],[]
77.74,11.1,[],[]
77.83,11.0,[],[]
77.93,10.4,[],[]
78.02,10.5,[],[]
78.12,10.4,[],[]
78.22,10.6,[],[]
78.31,10.9,[],[]
78.4,10.2,[],[]
78.5,10.6,[],[]
78.59,11.0,[],[]
78.69,9.9,[],[]
78.78,11.2,[],[]
78.87,10.7,[],[]
78.98,9.9,[],[]
79.07,10.8,[],[]
79.16,10.9,[],[]
79.26,10.0,[],[]
79.35,10.6,[],[]
79.46,9.8,[],[]
79.55,10.2,[],[]
79.66,9.7,[],[]
79.75,10.9,[],[]
79.84,10.4,[],[]
79.94,10.5,[],[]
80.03,11.0,[],[]
80.13,10.0,[],[]
80.23,10.0,[],[]
80.34,9.0,[],[]
80.44,9.9,[],[]
80.55,9.6,[],[]
80.65,9.7,[],[]
80.74,10.8,[],[]
80.84,10.4,[],[]
80.94,9.9,[],[]
81.03,11.6,[],[]
81.12,10.6,[],[]
81.22,10.0,[],[]
81.32,10.2,[],[]
81.41,10.4,[],[]
81.51,10.9,[],[]
81.6,10.6,[],[]
81.7,9.9,[],[]
81.8,10.5,[],[]
81.9,9.7,[],[]
82.0,10.1,[],[]
82.09,10.6,[],[]
82.19,10.9,[],[]
82.28,10.6,[],[]
82.37,10.6,[],[]
82.47,10.6,[],[]
82.56,10.4,[],[]
82.66,10.6,[],[]
82.76,10.3,[],[]
82.85,11.0,[],[]
82.95,9.9,[],[]
83.05,9.9,[],[]
83.14,11.2,[],[]
83.23,10.4,[],[]
83.33,10.7,[],[]
83.42,10.7,[],[]
83.52,9.8,[],[]
83.63,9.7,[],[]
83.72,10.7,[],[]
83.81,11.2,[],[]
83.92,9.3,[],[]
84.01,10.9,[],[]
84.1,11.0,[],[]
84.19,10.5,[],[]
84.29,10.5,[],[]
84.39,10.4,[],[]
84.48,10.3,[],[]
84.58,10.7,[],[]
84.67,10.6,[],[]
84.77,10.3,[],[]
84.87,9.8,[],[]
84.98,9.3,[],[]
85.07,10.8,[],[]
85.16,10.7,[],[]
85.26,10.2,[],[]
85.35,10.8,[],[]
85.45,10.5,[],[]
85.54,10.5,[],[]
85.64,10.7,[],[]
85.73,10.6,[],[]
85.83,10.6,[],[]
85.92,10.0,[],[]
86.01,11.2,[],[]
86.11,10.1,[],[]
86.21,10.3,[],[]
86.3,10.8,[],[]
86.4,10.3,[],[]
86.49,11.1,[],[]
86.58,10.6,[],[]
86.68,10.8,[],[]
86.78,9.3,[],[]
86.88,10.1,[],[]
86.98,10.8,[],[]
87.08,9.9,[],[]
87.17,11.0,[],[]
87.26,11.2,[],[]
87.35,11.2,[],[]
87.44,10.5,[],[]
87.54,10.6,[],[]
87.63,10.7,[],[]
87.72,11.5,[],[]
87.81,11.3,[],[]
87.9,11.0,[],[]
87.98,11.4,[],[]
88.07,11.0,[],[]
88.18,9.9,[],[]
88.26,11.2,[],[]
88.35,11.3,[],[]
88.46,9.5,[],[]
88.56,10.0,[],[]
88.66,9.9,[],[]
88.75,10.8,[],[]
88.85,9.8,[],[]
88.95,10.2,[],[]
89.05,10.6,[],[]
89.14,11.0,[],[]
89.23,10.5,[],[]
89.33,9.9,[],[]
89.42,11.0,[],[]
89.52,10.0,[],[]
89.61,11.2,[],[]
89.71,10.8,[],[]
89.8,10.9,[],[]
89.89,10.6,[],[]
89.99,10.2,[],[]
90.09,10.5,[],[]
90.18,10.6,[],[]
90.28,10.5,[],[]
90.37,10.4,[],[]
90.46,11.1,[],[]
90.56,10.4,[],[]
90.65,10.7,[],[]
90.75,10.2,[],[]
90.85,10.5,[],[]
90.94,10.2,[],[]
91.04,10.5,[],[]
91.13,11.2,[],[]
91.22,11.0,[],[]
91.32,10.3,[],[]
91.41,10.5,[],[]
91.51,10.5,[],[]
91.72,4.6,['Person'],[]
91.83,9.8,[],[]
91.92,10.1,[],[]
92.02,11.0,[],[]
92.11,10.4,[],[]
92.21,10.3,[],[]
92.3,11.1,[],[]
92.39,10.5,[],[]
92.49,10.7,[],[]
92.58,10.7,[],[]
92.67,10.6,[],[]
92.77,10.5,[],[]
92.86,10.6,[],[]
92.96,10.5,[],[]
93.05,10.7,[],[]
93.14,11.1,[],[]
93.25,9.7,[],[]
93.34,10.7,[],[]
93.43,10.9,[],[]
93.52,10.9,[],[]
93.62,10.5,[],[]
93.71,10.2,[],[]
93.81,10.5,[],[]
93.9,10.9,[],[]
94.0,10.3,[],[]
94.09,10.7,[],[]
94.19,10.1,[],[]
94.28,11.3,[],[]
94.38,10.5,[],[]
94.48,9.9,['Person'],[]
94.57,10.7,[],[]
94.66,10.6,[],[]
94.76,10.8,['Person'],[]
94.85,10.8,['Person'],[]
94.94,10.6,[],[]
95.04,10.5,[],[]
95.14,10.3,[],[]
95.23,10.7,[],[]
95.32,10.7,[],[]
95.42,10.8,[],[]
95.51,10.3,[],[]
95.61,10.6,[],[]
95.7,10.4,[],[]
95.8,10.8,['Person'],[]
95.89,10.4,['Person'],[]
96.06,5.8,['Person'],[]
96.16,10.1,['Person'],[]
96.26,9.9,['Person'],[]
96.35,11.0,['Person'],[]
96.45,10.6,['Person'],[]
96.6,6.5,['Person'],[]
96.7,9.8,[],[]
96.79,11.6,[],[]
96.89,10.3,[],[]
96.98,10.4,['Person'],[]
97.16,5.6,['Person'],[]
97.26,10.6,[],[]
97.34,11.2,['Person'],[]
97.44,10.3,[],[]
97.54,10.4,[],[]
97.63,11.0,[],[]
97.73,10.4,[],[]
97.83,9.8,[],[]
97.93,9.3,[],[]
98.03,10.7,[],[]
98.12,10.9,[],[]
98.22,10.3,[],[]
98.31,10.5,[],[]
98.4,11.0,[],[]
98.49,11.2,[],[]
98.59,10.5,[],[]
98.68,10.4,[],[]
98.78,10.7,[],[]
98.87,10.4,[],[]
98.97,10.5,[],[]
99.06,10.6,[],[]
99.16,10.8,[],[]
99.25,10.5,[],[]
99.35,10.5,[],[]
99.44,10.4,[],[]
99.53,11.0,[],[]
99.63,10.5,[],[]
99.72,11.4,[],[]
99.81,11.2,[],[]
99.9,10.8,[],[]
99.99,10.8,[],[]
100.09,10.4,[],[]
100.18,10.6,[],[]
100.27,10.9,[],[]
100.37,11.0,[],[]
100.46,10.3,[],[]
100.56,10.3,[],[]
100.66,10.4,[],[]
100.75,10.8,[],[]
100.85,10.2,[],[]
100.94,11.1,[],[]
101.03,10.3,[],[]
101.13,10.2,[],[]
101.23,10.4,[],[]
101.33,10.1,[],[]
101.42,11.4,[],[]
101.51,10.9,[],[]
101.61,9.9,[],[]
101.7,10.8,[],[]
101.8,10.3,[],[]
101.89,11.3,[],[]
101.99,10.2,[],[]
102.08,10.6,[],[]
102.18,10.6,[],[]
102.27,10.1,[],[]
102.37,10.9,[],[]
102.46,10.3,[],[]
102.56,10.9,[],[]
102.66,10.0,[],[]
102.74,11.8,[],[]
102.84,10.1,[],[]
102.93,10.7,[],[]
103.03,10.5,[],[]
103.12,10.8,[],[]
103.22,10.2,[],[]
103.31,10.4,[],[]
103.41,10.0,[],[]
103.5,11.4,[],[]
103.6,10.5,[],[]
103.69,11.2,[],[]
103.79,9.4,[],[]
103.88,11.8,[],[]
103.98,10.3,[],[]
104.07,10.5,[],[]
104.16,10.6,[],[]
104.27,9.8,[],[]
104.36,10.5,[],[]
104.46,10.4,[],[]
104.54,11.6,[],[]
104.64,10.0,[],[]
104.74,10.9,[],[]
104.83,10.2,[],[]
104.93,10.6,[],[]
105.03,10.2,[],[]
105.12,11.0,[],[]
105.21,10.2,[],[]
105.31,10.2,[],[]
105.4,11.2,[],[]
105.49,11.0,[],[]
105.59,9.8,[],[]
105.68,11.1,[],[]
105.78,10.7,[],[]
